"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN018103100","PATIALA, IN","1990-01-01","50","58","46"
"IN018103100","PATIALA, IN","1990-01-02","44","53","41"
"IN018103100","PATIALA, IN","1990-01-03","46","55","41"
"IN018103100","PATIALA, IN","1990-01-04","49","54",
"IN018103100","PATIALA, IN","1990-01-05","53",,"45"
"IN018103100","PATIALA, IN","1990-01-06","54","65","46"
"IN018103100","PATIALA, IN","1990-01-07","49","57","45"
"IN018103100","PATIALA, IN","1990-01-08","53","61","49"
"IN018103100","PATIALA, IN","1990-01-09","53","66","46"
"IN018103100","PATIALA, IN","1990-01-10","58","69","47"
"IN018103100","PATIALA, IN","1990-01-11","60",,
"IN018103100","PATIALA, IN","1990-01-12","60","74","48"
"IN018103100","PATIALA, IN","1990-01-13","57","71","48"
"IN018103100","PATIALA, IN","1990-01-14","55","72","49"
"IN018103100","PATIALA, IN","1990-01-15","56","70","46"
"IN018103100","PATIALA, IN","1990-01-16","54","72","44"
"IN018103100","PATIALA, IN","1990-01-17","61","74","48"
"IN018103100","PATIALA, IN","1990-01-18","62","75",
"IN018103100","PATIALA, IN","1990-01-19","61","74","53"
"IN018103100","PATIALA, IN","1990-01-20","61","73","54"
"IN018103100","PATIALA, IN","1990-01-21","64","76","54"
"IN018103100","PATIALA, IN","1990-01-23","62","72","52"
"IN018103100","PATIALA, IN","1990-01-24","61","73",
"IN018103100","PATIALA, IN","1990-01-25","58",,"46"
"IN018103100","PATIALA, IN","1990-01-26","59",,"48"
"IN018103100","PATIALA, IN","1990-01-28","61","71",
"IN018103100","PATIALA, IN","1990-01-29","55","67","45"
"IN018103100","PATIALA, IN","1990-01-30","56",,"47"
"IN018103100","PATIALA, IN","1990-02-01","61",,
"IN018103100","PATIALA, IN","1990-02-02","54","67","44"
"IN018103100","PATIALA, IN","1990-02-03","58","69",
"IN018103100","PATIALA, IN","1990-02-04","55","71",
"IN018103100","PATIALA, IN","1990-02-05","58","73","49"
"IN018103100","PATIALA, IN","1990-02-07","63",,"56"
"IN018103100","PATIALA, IN","1990-02-08","63","73",
"IN018103100","PATIALA, IN","1990-02-09","65","77","54"
"IN018103100","PATIALA, IN","1990-02-10","59","67",
"IN018103100","PATIALA, IN","1990-02-11","60","71","48"
"IN018103100","PATIALA, IN","1990-02-12","60","66","55"
"IN018103100","PATIALA, IN","1990-02-13","59","64",
"IN018103100","PATIALA, IN","1990-02-14","55","62","49"
"IN018103100","PATIALA, IN","1990-02-15","56","68","46"
"IN018103100","PATIALA, IN","1990-02-16","56","70","46"
"IN018103100","PATIALA, IN","1990-02-17","55","63",
"IN018103100","PATIALA, IN","1990-02-18","56","60","54"
"IN018103100","PATIALA, IN","1990-02-19","58","68","54"
"IN018103100","PATIALA, IN","1990-02-20","59","75","52"
"IN018103100","PATIALA, IN","1990-02-21","61","72","51"
"IN018103100","PATIALA, IN","1990-02-22","62","73","52"
"IN018103100","PATIALA, IN","1990-02-23","63","75","48"
"IN018103100","PATIALA, IN","1990-02-24","57","61",
"IN018103100","PATIALA, IN","1990-02-25","57","63",
"IN018103100","PATIALA, IN","1990-02-26","59","71","53"
"IN018103100","PATIALA, IN","1990-02-27","58","66",
"IN018103100","PATIALA, IN","1990-02-28","59","69","54"
"IN018103100","PATIALA, IN","1990-03-01","55","69","46"
"IN018103100","PATIALA, IN","1990-03-02","56","69","44"
"IN018103100","PATIALA, IN","1990-03-03","58","71","46"
"IN018103100","PATIALA, IN","1990-03-04","59","73","46"
"IN018103100","PATIALA, IN","1990-03-05","60","75","48"
"IN018103100","PATIALA, IN","1990-03-06","62","75","46"
"IN018103100","PATIALA, IN","1990-03-07","64","77","51"
"IN018103100","PATIALA, IN","1990-03-08","65","80","50"
"IN018103100","PATIALA, IN","1990-03-09","66","80","52"
"IN018103100","PATIALA, IN","1990-03-10","68","78","58"
"IN018103100","PATIALA, IN","1990-03-11","62","74",
"IN018103100","PATIALA, IN","1990-03-12","64","79","51"
"IN018103100","PATIALA, IN","1990-03-13","69","79","54"
"IN018103100","PATIALA, IN","1990-03-14","68","80",
"IN018103100","PATIALA, IN","1990-03-15","72","81","59"
"IN018103100","PATIALA, IN","1990-03-16","69",,
"IN018103100","PATIALA, IN","1990-03-17","72","85","64"
"IN018103100","PATIALA, IN","1990-03-18","72","84","64"
"IN018103100","PATIALA, IN","1990-03-20","74","83","62"
"IN018103100","PATIALA, IN","1990-03-21","68","75",
"IN018103100","PATIALA, IN","1990-03-22","68","77","62"
"IN018103100","PATIALA, IN","1990-03-23","62","75",
"IN018103100","PATIALA, IN","1990-03-24","63","74","49"
"IN018103100","PATIALA, IN","1990-03-25","61","77",
"IN018103100","PATIALA, IN","1990-03-26","67","78",
"IN018103100","PATIALA, IN","1990-03-27","63","71",
"IN018103100","PATIALA, IN","1990-03-28","62",,
"IN018103100","PATIALA, IN","1990-03-29","65","77","51"
"IN018103100","PATIALA, IN","1990-03-30","69","77","58"
"IN018103100","PATIALA, IN","1990-03-31","65",,"53"
"IN018103100","PATIALA, IN","1990-04-01","64","79","55"
"IN018103100","PATIALA, IN","1990-04-02","61",,"52"
"IN018103100","PATIALA, IN","1990-04-04","71","84","54"
"IN018103100","PATIALA, IN","1990-04-10","79","92",
"IN018103100","PATIALA, IN","1990-04-11","81","99","65"
"IN018103100","PATIALA, IN","1990-04-15","82","94","63"
"IN018103100","PATIALA, IN","1990-04-17","90","101","69"
"IN018103100","PATIALA, IN","1990-04-20","79","99",
"IN018103100","PATIALA, IN","1990-04-21","84",,"64"
"IN018103100","PATIALA, IN","1990-04-23","87","102",
"IN018103100","PATIALA, IN","1990-04-24","84","105","71"
"IN018103100","PATIALA, IN","1990-04-25","88","105","70"
"IN018103100","PATIALA, IN","1990-04-27","90","102",
"IN018103100","PATIALA, IN","1990-04-28","83","99",
"IN018103100","PATIALA, IN","1990-04-29","80","97","62"
"IN018103100","PATIALA, IN","1990-05-03","80","94","70"
"IN018103100","PATIALA, IN","1990-05-04","82",,"70"
"IN018103100","PATIALA, IN","1990-05-05","74","86","68"
"IN018103100","PATIALA, IN","1990-05-06","85","94",
"IN018103100","PATIALA, IN","1990-05-08","92","99",
"IN018103100","PATIALA, IN","1990-05-09","91",,"78"
"IN018103100","PATIALA, IN","1990-05-17","94","103","80"
"IN018103100","PATIALA, IN","1990-05-18","85",,"77"
"IN018103100","PATIALA, IN","1990-05-19","89","100",
"IN018103100","PATIALA, IN","1990-05-21","94","103",
"IN018103100","PATIALA, IN","1990-05-25","92",,"79"
"IN018103100","PATIALA, IN","1990-05-26","95","106","82"
"IN018103100","PATIALA, IN","1990-05-27","93","109","80"
"IN018103100","PATIALA, IN","1990-06-04","91","109",
"IN018103100","PATIALA, IN","1990-06-05","95","107",
"IN018103100","PATIALA, IN","1990-06-07","94","104",
"IN018103100","PATIALA, IN","1990-06-12","83",,"78"
"IN018103100","PATIALA, IN","1990-06-13","87",,"76"
"IN018103100","PATIALA, IN","1990-06-14","90",,"79"
"IN018103100","PATIALA, IN","1990-06-16","94",,"81"
"IN018103100","PATIALA, IN","1990-06-17","90",,"82"
"IN018103100","PATIALA, IN","1990-06-18","95","107","83"
"IN018103100","PATIALA, IN","1990-06-19","94","105",
"IN018103100","PATIALA, IN","1990-06-22","90","98",
"IN018103100","PATIALA, IN","1990-06-23","94","101","85"
"IN018103100","PATIALA, IN","1990-06-24","94","100",
"IN018103100","PATIALA, IN","1990-06-25","93","100",
"IN018103100","PATIALA, IN","1990-06-26","97","103",
"IN018103100","PATIALA, IN","1990-06-27","87",,"80"
"IN018103100","PATIALA, IN","1990-06-28","85","96",
"IN018103100","PATIALA, IN","1990-06-29","86",,"83"
"IN018103100","PATIALA, IN","1990-06-30","95",,"84"
"IN018103100","PATIALA, IN","1990-07-01","81","83",
"IN018103100","PATIALA, IN","1990-07-02","83","88","79"
"IN018103100","PATIALA, IN","1990-07-06","84","90","78"
"IN018103100","PATIALA, IN","1990-07-07","88","94","81"
"IN018103100","PATIALA, IN","1990-07-08","84","89","81"
"IN018103100","PATIALA, IN","1990-07-09","83",,"79"
"IN018103100","PATIALA, IN","1990-07-10","79","87","74"
"IN018103100","PATIALA, IN","1990-07-11","84","92","74"
"IN018103100","PATIALA, IN","1990-07-12","86","94",
"IN018103100","PATIALA, IN","1990-07-13","85",,"80"
"IN018103100","PATIALA, IN","1990-07-14","90","96","82"
"IN018103100","PATIALA, IN","1990-07-15","84","87","81"
"IN018103100","PATIALA, IN","1990-07-16","84","90","76"
"IN018103100","PATIALA, IN","1990-07-17","83","89",
"IN018103100","PATIALA, IN","1990-07-18","84","89",
"IN018103100","PATIALA, IN","1990-07-19","80","86","75"
"IN018103100","PATIALA, IN","1990-07-20","80","85","75"
"IN018103100","PATIALA, IN","1990-07-21","83","86","79"
"IN018103100","PATIALA, IN","1990-07-22","86",,"78"
"IN018103100","PATIALA, IN","1990-07-23","85","92","81"
"IN018103100","PATIALA, IN","1990-07-24","84","92","78"
"IN018103100","PATIALA, IN","1990-07-25","87","95","81"
"IN018103100","PATIALA, IN","1990-07-26","83","91","80"
"IN018103100","PATIALA, IN","1990-07-27","77",,
"IN018103100","PATIALA, IN","1990-07-28","79","85","75"
"IN018103100","PATIALA, IN","1990-07-29","87","92",
"IN018103100","PATIALA, IN","1990-07-30","88",,"78"
"IN018103100","PATIALA, IN","1990-07-31","88",,"80"
"IN018103100","PATIALA, IN","1990-08-01","87","95","81"
"IN018103100","PATIALA, IN","1990-08-02","81","88","78"
"IN018103100","PATIALA, IN","1990-08-03","86","94",
"IN018103100","PATIALA, IN","1990-08-04","82","86",
"IN018103100","PATIALA, IN","1990-08-05","85","90",
"IN018103100","PATIALA, IN","1990-08-06","85","92","80"
"IN018103100","PATIALA, IN","1990-08-07","81","92",
"IN018103100","PATIALA, IN","1990-08-08","82","90","77"
"IN018103100","PATIALA, IN","1990-08-09","83","90","79"
"IN018103100","PATIALA, IN","1990-08-10","83","91","77"
"IN018103100","PATIALA, IN","1990-08-11","85","92","80"
"IN018103100","PATIALA, IN","1990-08-12","80","86","74"
"IN018103100","PATIALA, IN","1990-08-13","79","82",
"IN018103100","PATIALA, IN","1990-08-14","80","88","75"
"IN018103100","PATIALA, IN","1990-08-15","84","91","77"
"IN018103100","PATIALA, IN","1990-08-16","84","93","80"
"IN018103100","PATIALA, IN","1990-08-17","86","94","80"
"IN018103100","PATIALA, IN","1990-08-18","85","94","81"
"IN018103100","PATIALA, IN","1990-08-19","85",,
"IN018103100","PATIALA, IN","1990-08-21","87","98","80"
"IN018103100","PATIALA, IN","1990-08-22","80","87",
"IN018103100","PATIALA, IN","1990-08-23","87","92","77"
"IN018103100","PATIALA, IN","1990-08-24","88","93","81"
"IN018103100","PATIALA, IN","1990-08-25","84",,
"IN018103100","PATIALA, IN","1990-08-26","86","93","81"
"IN018103100","PATIALA, IN","1990-08-27","82","89","79"
"IN018103100","PATIALA, IN","1990-08-28","80","84","76"
"IN018103100","PATIALA, IN","1990-08-29","78","87","76"
"IN018103100","PATIALA, IN","1990-08-30","84","92","77"
"IN018103100","PATIALA, IN","1990-09-03","87","94",
"IN018103100","PATIALA, IN","1990-09-04","79","86","75"
"IN018103100","PATIALA, IN","1990-09-05","83","89","76"
"IN018103100","PATIALA, IN","1990-09-06","81",,
"IN018103100","PATIALA, IN","1990-09-07","76","78","74"
"IN018103100","PATIALA, IN","1990-09-10","79",,"76"
"IN018103100","PATIALA, IN","1990-09-11","83",,"76"
"IN018103100","PATIALA, IN","1990-09-12","86","93","79"
"IN018103100","PATIALA, IN","1990-09-13","85","92",
"IN018103100","PATIALA, IN","1990-09-14","81","87",
"IN018103100","PATIALA, IN","1990-09-15","84","92","74"
"IN018103100","PATIALA, IN","1990-09-18","83","94",
"IN018103100","PATIALA, IN","1990-09-22","83","92",
"IN018103100","PATIALA, IN","1990-09-24","80",,"76"
"IN018103100","PATIALA, IN","1990-09-27","85","90","72"
"IN018103100","PATIALA, IN","1990-09-28","81","92","75"
"IN018103100","PATIALA, IN","1990-10-01","78","89","69"
"IN018103100","PATIALA, IN","1990-10-02","79",,
"IN018103100","PATIALA, IN","1990-10-03","74",,"69"
"IN018103100","PATIALA, IN","1990-10-04","79","90",
"IN018103100","PATIALA, IN","1990-10-05","81","92","69"
"IN018103100","PATIALA, IN","1990-10-06","81","93","70"
"IN018103100","PATIALA, IN","1990-10-08","85","93","69"
"IN018103100","PATIALA, IN","1990-10-10","80","92",
"IN018103100","PATIALA, IN","1990-10-14","74","88","60"
"IN018103100","PATIALA, IN","1990-10-15","75","88","59"
"IN018103100","PATIALA, IN","1990-10-16","70",,"61"
"IN018103100","PATIALA, IN","1990-10-17","75","85",
"IN018103100","PATIALA, IN","1990-10-18","76","87","67"
"IN018103100","PATIALA, IN","1990-10-22","62",,"54"
"IN018103100","PATIALA, IN","1990-10-23","66","86","53"
"IN018103100","PATIALA, IN","1990-10-28","73","85",
"IN018103100","PATIALA, IN","1990-10-29","68","85",
"IN018103100","PATIALA, IN","1990-10-30","71",,"55"
"IN018103100","PATIALA, IN","1990-11-01","71","85","61"
"IN018103100","PATIALA, IN","1990-11-06","67","85","54"
"IN018103100","PATIALA, IN","1990-11-07","68",,
"IN018103100","PATIALA, IN","1990-11-08","67","84","54"
"IN018103100","PATIALA, IN","1990-11-11","69","87",
"IN018103100","PATIALA, IN","1990-11-12","70",,"54"
"IN018103100","PATIALA, IN","1990-11-13","70","85","52"
"IN018103100","PATIALA, IN","1990-11-14","71","85",
"IN018103100","PATIALA, IN","1990-11-15","71","84","52"
"IN018103100","PATIALA, IN","1990-11-16","67","84","54"
"IN018103100","PATIALA, IN","1990-11-17","62","78",
"IN018103100","PATIALA, IN","1990-11-18","69","85",
"IN018103100","PATIALA, IN","1990-11-19","64",,
"IN018103100","PATIALA, IN","1990-11-20","63",,"53"
"IN018103100","PATIALA, IN","1990-11-21","64","75",
"IN018103100","PATIALA, IN","1990-11-22","63","77",
"IN018103100","PATIALA, IN","1990-11-23","60","77",
"IN018103100","PATIALA, IN","1990-11-24","61","76",
"IN018103100","PATIALA, IN","1990-11-25","58",,
"IN018103100","PATIALA, IN","1990-11-27","54","76","44"
"IN018103100","PATIALA, IN","1990-11-28","60","75","45"
"IN018103100","PATIALA, IN","1990-11-29","63","75","50"
"IN018103100","PATIALA, IN","1990-11-30","59","76","42"
"IN018103100","PATIALA, IN","1990-12-01","55",,"42"
"IN018103100","PATIALA, IN","1990-12-03","59","78","42"
"IN018103100","PATIALA, IN","1990-12-04","50","75","43"
"IN018103100","PATIALA, IN","1990-12-05","61","75",
"IN018103100","PATIALA, IN","1990-12-06","64","74",
"IN018103100","PATIALA, IN","1990-12-08","56","76","45"
"IN018103100","PATIALA, IN","1990-12-09","58","71",
"IN018103100","PATIALA, IN","1990-12-11","64","75","47"
"IN018103100","PATIALA, IN","1990-12-13","58","73",
"IN018103100","PATIALA, IN","1990-12-14","59","73","45"
"IN018103100","PATIALA, IN","1990-12-15","61",,"56"
"IN018103100","PATIALA, IN","1990-12-16","56","61",
"IN018103100","PATIALA, IN","1990-12-17","56","71","48"
"IN018103100","PATIALA, IN","1990-12-18","57","71","48"
"IN018103100","PATIALA, IN","1990-12-19","55","69",
"IN018103100","PATIALA, IN","1990-12-20","48","69","42"
"IN018103100","PATIALA, IN","1990-12-22","52","67","41"
"IN018103100","PATIALA, IN","1990-12-24","57","72","41"
"IN018103100","PATIALA, IN","1990-12-25","57","70",
"IN018103100","PATIALA, IN","1990-12-26","55","69","45"
"IN018103100","PATIALA, IN","1990-12-28","65","74","55"
"IN018103100","PATIALA, IN","1990-12-29","56","62",
"IN018103100","PATIALA, IN","1990-12-31","52","55",
"IN018103100","PATIALA, IN","1991-01-02","50","60",
"IN018103100","PATIALA, IN","1991-01-03","49",,"41"
"IN018103100","PATIALA, IN","1991-01-04","47","60",
"IN018103100","PATIALA, IN","1991-01-05","47","63","35"
"IN018103100","PATIALA, IN","1991-01-06","52","63","37"
"IN018103100","PATIALA, IN","1991-01-07","52","58","47"
"IN018103100","PATIALA, IN","1991-01-08","53","65",
"IN018103100","PATIALA, IN","1991-01-09","56","66","44"
"IN018103100","PATIALA, IN","1991-01-10","53","67","44"
"IN018103100","PATIALA, IN","1991-01-11","53",,"46"
"IN018103100","PATIALA, IN","1991-01-12","51","65","44"
"IN018103100","PATIALA, IN","1991-01-13","53","63",
"IN018103100","PATIALA, IN","1991-01-14","49","62","38"
"IN018103100","PATIALA, IN","1991-01-15","50","61","39"
"IN018103100","PATIALA, IN","1991-01-17","49","63","39"
"IN018103100","PATIALA, IN","1991-01-18","50","63","39"
"IN018103100","PATIALA, IN","1991-01-20","52","67","42"
"IN018103100","PATIALA, IN","1991-01-21","53","67","41"
"IN018103100","PATIALA, IN","1991-01-23","55","69","43"
"IN018103100","PATIALA, IN","1991-01-24","56","70","43"
"IN018103100","PATIALA, IN","1991-01-25","57","73",
"IN018103100","PATIALA, IN","1991-01-26","62","76","48"
"IN018103100","PATIALA, IN","1991-01-27","65","79","52"
"IN018103100","PATIALA, IN","1991-01-28","64","83","52"
"IN018103100","PATIALA, IN","1991-01-29","60","73",
"IN018103100","PATIALA, IN","1991-01-30","54","72","45"
"IN018103100","PATIALA, IN","1991-01-31","57","70","44"
"IN018103100","PATIALA, IN","1991-02-01","57",,"44"
"IN018103100","PATIALA, IN","1991-02-02","57","70","47"
"IN018103100","PATIALA, IN","1991-02-03","59","71",
"IN018103100","PATIALA, IN","1991-02-04","56","71","44"
"IN018103100","PATIALA, IN","1991-02-05","58","71","45"
"IN018103100","PATIALA, IN","1991-02-06","59","69","52"
"IN018103100","PATIALA, IN","1991-02-07","59","71",
"IN018103100","PATIALA, IN","1991-02-08","58","75","50"
"IN018103100","PATIALA, IN","1991-02-09","63","70",
"IN018103100","PATIALA, IN","1991-02-10","65","76","56"
"IN018103100","PATIALA, IN","1991-02-11","60","65",
"IN018103100","PATIALA, IN","1991-02-12","58","70","49"
"IN018103100","PATIALA, IN","1991-02-13","58","67","48"
"IN018103100","PATIALA, IN","1991-02-14","58","70",
"IN018103100","PATIALA, IN","1991-02-15","58",,
"IN018103100","PATIALA, IN","1991-02-16","55","67","43"
"IN018103100","PATIALA, IN","1991-02-17","52",,"41"
"IN018103100","PATIALA, IN","1991-02-18","53","65","41"
"IN018103100","PATIALA, IN","1991-02-19","56","72",
"IN018103100","PATIALA, IN","1991-02-20","64","74",
"IN018103100","PATIALA, IN","1991-02-21","63","77",
"IN018103100","PATIALA, IN","1991-02-22","63",,
"IN018103100","PATIALA, IN","1991-02-23","66","76",
"IN018103100","PATIALA, IN","1991-02-24","67",,"60"
"IN018103100","PATIALA, IN","1991-02-25","69","76","62"
"IN018103100","PATIALA, IN","1991-02-26","59","67",
"IN018103100","PATIALA, IN","1991-02-27","60","72",
"IN018103100","PATIALA, IN","1991-03-01","60","74",
"IN018103100","PATIALA, IN","1991-03-02","59","67","52"
"IN018103100","PATIALA, IN","1991-03-03","59","66","54"
"IN018103100","PATIALA, IN","1991-03-04","65","76",
"IN018103100","PATIALA, IN","1991-03-05","64","75","55"
"IN018103100","PATIALA, IN","1991-03-06","59",,
"IN018103100","PATIALA, IN","1991-03-07","62","75","48"
"IN018103100","PATIALA, IN","1991-03-08","63","76",
"IN018103100","PATIALA, IN","1991-03-09","66","80","61"
"IN018103100","PATIALA, IN","1991-03-12","70","85",
"IN018103100","PATIALA, IN","1991-03-13","62",,
"IN018103100","PATIALA, IN","1991-03-14","63","79","52"
"IN018103100","PATIALA, IN","1991-03-15","62","82","53"
"IN018103100","PATIALA, IN","1991-03-16","66","82","52"
"IN018103100","PATIALA, IN","1991-03-19","65","80",
"IN018103100","PATIALA, IN","1991-03-20","64","80","55"
"IN018103100","PATIALA, IN","1991-03-21","66","80","59"
"IN018103100","PATIALA, IN","1991-03-22","71","84","60"
"IN018103100","PATIALA, IN","1991-03-23","64","78",
"IN018103100","PATIALA, IN","1991-03-24","64","78","50"
"IN018103100","PATIALA, IN","1991-03-25","67","80",
"IN018103100","PATIALA, IN","1991-03-26","73","84",
"IN018103100","PATIALA, IN","1991-03-27","74",,
"IN018103100","PATIALA, IN","1991-03-28","76","91","52"
"IN018103100","PATIALA, IN","1991-03-29","77","90","63"
"IN018103100","PATIALA, IN","1991-03-30","81","94","67"
"IN018103100","PATIALA, IN","1991-03-31","82","97","68"
"IN018103100","PATIALA, IN","1991-04-01","83","95",
"IN018103100","PATIALA, IN","1991-04-02","82","93","66"
"IN018103100","PATIALA, IN","1991-04-03","77","90","67"
"IN018103100","PATIALA, IN","1991-04-04","73","90","61"
"IN018103100","PATIALA, IN","1991-04-05","74",,"63"
"IN018103100","PATIALA, IN","1991-04-06","75","88",
"IN018103100","PATIALA, IN","1991-04-08","70","83",
"IN018103100","PATIALA, IN","1991-04-09","69","84","60"
"IN018103100","PATIALA, IN","1991-04-10","69","85","56"
"IN018103100","PATIALA, IN","1991-04-11","74",,"57"
"IN018103100","PATIALA, IN","1991-04-12","72","83","62"
"IN018103100","PATIALA, IN","1991-04-13","81","89","67"
"IN018103100","PATIALA, IN","1991-04-14","75","88",
"IN018103100","PATIALA, IN","1991-04-15","76","84","62"
"IN018103100","PATIALA, IN","1991-04-16","72","85","59"
"IN018103100","PATIALA, IN","1991-04-17","70","84","57"
"IN018103100","PATIALA, IN","1991-04-18","72","89",
"IN018103100","PATIALA, IN","1991-04-19","76","93","58"
"IN018103100","PATIALA, IN","1991-04-20","78","95","59"
"IN018103100","PATIALA, IN","1991-04-21","82",,"61"
"IN018103100","PATIALA, IN","1991-04-22","78","89",
"IN018103100","PATIALA, IN","1991-04-23","81",,"68"
"IN018103100","PATIALA, IN","1991-04-24","76","95","62"
"IN018103100","PATIALA, IN","1991-04-25","84","97",
"IN018103100","PATIALA, IN","1991-04-26","90","99","65"
"IN018103100","PATIALA, IN","1991-04-27","86","101","68"
"IN018103100","PATIALA, IN","1991-04-28","85","99",
"IN018103100","PATIALA, IN","1991-05-01","88","102","72"
"IN018103100","PATIALA, IN","1991-05-02","87","100","74"
"IN018103100","PATIALA, IN","1991-05-03","90","101","76"
"IN018103100","PATIALA, IN","1991-05-04","88","104",
"IN018103100","PATIALA, IN","1991-05-05","87",,"72"
"IN018103100","PATIALA, IN","1991-05-07","90",,"76"
"IN018103100","PATIALA, IN","1991-05-08","87","103",
"IN018103100","PATIALA, IN","1991-05-09","89",,"72"
"IN018103100","PATIALA, IN","1991-05-10","82","96","69"
"IN018103100","PATIALA, IN","1991-05-11","77","97",
"IN018103100","PATIALA, IN","1991-05-12","88","100","71"
"IN018103100","PATIALA, IN","1991-05-13","91","105","70"
"IN018103100","PATIALA, IN","1991-05-14","95","105","75"
"IN018103100","PATIALA, IN","1991-05-16","93","105",
"IN018103100","PATIALA, IN","1991-05-17","90","104",
"IN018103100","PATIALA, IN","1991-05-18","89","104","76"
"IN018103100","PATIALA, IN","1991-05-19","93","106",
"IN018103100","PATIALA, IN","1991-05-20","84","95","72"
"IN018103100","PATIALA, IN","1991-05-21","72",,
"IN018103100","PATIALA, IN","1991-05-22","91","99","73"
"IN018103100","PATIALA, IN","1991-05-23","91","102","75"
"IN018103100","PATIALA, IN","1991-05-24","92","106","79"
"IN018103100","PATIALA, IN","1991-05-25","92","107",
"IN018103100","PATIALA, IN","1991-05-26","95","103",
"IN018103100","PATIALA, IN","1991-05-27","92","105","79"
"IN018103100","PATIALA, IN","1991-05-28","90",,"77"
"IN018103100","PATIALA, IN","1991-05-29","90","104","80"
"IN018103100","PATIALA, IN","1991-05-30","93","105","76"
"IN018103100","PATIALA, IN","1991-05-31","91","105",
"IN018103100","PATIALA, IN","1991-06-01","87","105",
"IN018103100","PATIALA, IN","1991-06-02","88",,"76"
"IN018103100","PATIALA, IN","1991-06-03","92","103","78"
"IN018103100","PATIALA, IN","1991-06-04","92",,"83"
"IN018103100","PATIALA, IN","1991-06-05","85","92",
"IN018103100","PATIALA, IN","1991-06-06","90","101",
"IN018103100","PATIALA, IN","1991-06-07","91","103","83"
"IN018103100","PATIALA, IN","1991-06-08","88","98","82"
"IN018103100","PATIALA, IN","1991-06-09","90",,
"IN018103100","PATIALA, IN","1991-06-10","86","93",
"IN018103100","PATIALA, IN","1991-06-11","77","83",
"IN018103100","PATIALA, IN","1991-06-12","83","94",
"IN018103100","PATIALA, IN","1991-06-13","89","98",
"IN018103100","PATIALA, IN","1991-06-14","87","101","81"
"IN018103100","PATIALA, IN","1991-06-15","85","92",
"IN018103100","PATIALA, IN","1991-06-19","77",,
"IN018103100","PATIALA, IN","1991-06-20","83","91","76"
"IN018103100","PATIALA, IN","1991-06-21","86","92",
"IN018103100","PATIALA, IN","1991-06-22","85","95","78"
"IN018103100","PATIALA, IN","1991-06-23","85","97",
"IN018103100","PATIALA, IN","1991-06-24","86",,
"IN018103100","PATIALA, IN","1991-06-25","90","101","79"
"IN018103100","PATIALA, IN","1991-06-26","91","102","81"
"IN018103100","PATIALA, IN","1991-06-27","90","103",
"IN018103100","PATIALA, IN","1991-06-28","94","103",
"IN018103100","PATIALA, IN","1991-06-29","93","102",
"IN018103100","PATIALA, IN","1991-07-01","91","99","82"
"IN018103100","PATIALA, IN","1991-07-02","93","100","83"
"IN018103100","PATIALA, IN","1991-07-03","92","99","87"
"IN018103100","PATIALA, IN","1991-07-04","92","99",
"IN018103100","PATIALA, IN","1991-07-05","91","99","83"
"IN018103100","PATIALA, IN","1991-07-06","92","101",
"IN018103100","PATIALA, IN","1991-07-07","91","100",
"IN018103100","PATIALA, IN","1991-07-08","91","101","83"
"IN018103100","PATIALA, IN","1991-07-09","92","101","83"
"IN018103100","PATIALA, IN","1991-07-10","83","90",
"IN018103100","PATIALA, IN","1991-07-11","89","95","80"
"IN018103100","PATIALA, IN","1991-07-12","87","97",
"IN018103100","PATIALA, IN","1991-07-13","85","94",
"IN018103100","PATIALA, IN","1991-07-14","85","93","78"
"IN018103100","PATIALA, IN","1991-07-15","88",,"79"
"IN018103100","PATIALA, IN","1991-07-17","90","98",
"IN018103100","PATIALA, IN","1991-07-18","90","97",
"IN018103100","PATIALA, IN","1991-07-19","87","95",
"IN018103100","PATIALA, IN","1991-07-20","84","88","82"
"IN018103100","PATIALA, IN","1991-07-21","83","91",
"IN018103100","PATIALA, IN","1991-07-23","87","96","79"
"IN018103100","PATIALA, IN","1991-07-24","90","99","81"
"IN018103100","PATIALA, IN","1991-07-25","89","99",
"IN018103100","PATIALA, IN","1991-07-26","87","99","83"
"IN018103100","PATIALA, IN","1991-07-27","90","98","80"
"IN018103100","PATIALA, IN","1991-07-28","95","101","84"
"IN018103100","PATIALA, IN","1991-07-29","83","90","75"
"IN018103100","PATIALA, IN","1991-07-30","87","94","82"
"IN018103100","PATIALA, IN","1991-07-31","85",,"82"
"IN018103100","PATIALA, IN","1991-08-01","88","94","80"
"IN018103100","PATIALA, IN","1991-08-02","91","97","82"
"IN018103100","PATIALA, IN","1991-08-03","87","96",
"IN018103100","PATIALA, IN","1991-08-04","75",,"72"
"IN018103100","PATIALA, IN","1991-08-05","84","90","76"
"IN018103100","PATIALA, IN","1991-08-06","83",,
"IN018103100","PATIALA, IN","1991-08-07","86",,
"IN018103100","PATIALA, IN","1991-08-08","87","94",
"IN018103100","PATIALA, IN","1991-08-09","84","91","72"
"IN018103100","PATIALA, IN","1991-08-10","83","89",
"IN018103100","PATIALA, IN","1991-08-11","84","92","78"
"IN018103100","PATIALA, IN","1991-08-12","84","92","77"
"IN018103100","PATIALA, IN","1991-08-13","86",,"78"
"IN018103100","PATIALA, IN","1991-08-14","90","96",
"IN018103100","PATIALA, IN","1991-08-15","89",,"82"
"IN018103100","PATIALA, IN","1991-08-16","86","96","81"
