"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"IN018103100","PATIALA, IN","2002-05-11","93","113",
"IN018103100","PATIALA, IN","2002-05-12","93","110","75"
"IN018103100","PATIALA, IN","2002-05-13","96","106","82"
"IN018103100","PATIALA, IN","2002-05-14","94","108",
"IN018103100","PATIALA, IN","2002-05-15","92","108","79"
"IN018103100","PATIALA, IN","2002-05-16","93","107",
"IN018103100","PATIALA, IN","2002-05-17","94","110","81"
"IN018103100","PATIALA, IN","2002-05-18","92","112","76"
"IN018103100","PATIALA, IN","2002-05-19","92","112","74"
"IN018103100","PATIALA, IN","2002-05-20","91","106","75"
"IN018103100","PATIALA, IN","2002-05-21","92","108","77"
"IN018103100","PATIALA, IN","2002-05-22","92","111","71"
"IN018103100","PATIALA, IN","2002-05-23","96",,"76"
"IN018103100","PATIALA, IN","2002-05-24","98","113","83"
"IN018103100","PATIALA, IN","2002-05-25","88","112",
"IN018103100","PATIALA, IN","2002-05-26","84","93","71"
"IN018103100","PATIALA, IN","2002-05-27","89","101","78"
"IN018103100","PATIALA, IN","2002-05-28","80","101","69"
"IN018103100","PATIALA, IN","2002-05-29","78","89","65"
"IN018103100","PATIALA, IN","2002-05-30","84","95","73"
"IN018103100","PATIALA, IN","2002-05-31","87","98","77"
"IN018103100","PATIALA, IN","2002-06-01","80","98",
"IN018103100","PATIALA, IN","2002-06-02","88","98","72"
"IN018103100","PATIALA, IN","2002-06-03","86","98","76"
"IN018103100","PATIALA, IN","2002-06-04","90","103","76"
"IN018103100","PATIALA, IN","2002-06-06","86",,"76"
"IN018103100","PATIALA, IN","2002-06-07","91","103","72"
"IN018103100","PATIALA, IN","2002-06-08","94","106",
"IN018103100","PATIALA, IN","2002-06-09","95","107","86"
"IN018103100","PATIALA, IN","2002-06-10","95","107","84"
"IN018103100","PATIALA, IN","2002-06-11","90","107",
"IN018103100","PATIALA, IN","2002-06-12","87","102","75"
"IN018103100","PATIALA, IN","2002-06-13","94","104","79"
"IN018103100","PATIALA, IN","2002-06-14","90","100",
"IN018103100","PATIALA, IN","2002-06-15","92","104","78"
"IN018103100","PATIALA, IN","2002-06-16","91","104",
"IN018103100","PATIALA, IN","2002-06-17","87","99",
"IN018103100","PATIALA, IN","2002-06-18","87","99","80"
"IN018103100","PATIALA, IN","2002-06-19","85","94","78"
"IN018103100","PATIALA, IN","2002-06-20","91","102","78"
"IN018103100","PATIALA, IN","2002-06-21","95",,
"IN018103100","PATIALA, IN","2002-06-22","95","107","83"
"IN018103100","PATIALA, IN","2002-06-23","93","107","85"
"IN018103100","PATIALA, IN","2002-06-24","89","102",
"IN018103100","PATIALA, IN","2002-06-25","94","102","81"
"IN018103100","PATIALA, IN","2002-06-26","91","100",
"IN018103100","PATIALA, IN","2002-06-27","89","100","85"
"IN018103100","PATIALA, IN","2002-06-28","91","99","83"
"IN018103100","PATIALA, IN","2002-06-29","92","101","79"
"IN018103100","PATIALA, IN","2002-06-30","94","101",
"IN018103100","PATIALA, IN","2002-07-01","94","103","84"
"IN018103100","PATIALA, IN","2002-07-02","94","103",
"IN018103100","PATIALA, IN","2002-07-03","94","103","85"
"IN018103100","PATIALA, IN","2002-07-04","91","103","81"
"IN018103100","PATIALA, IN","2002-07-05","84","101","74"
"IN018103100","PATIALA, IN","2002-07-06","86","92",
"IN018103100","PATIALA, IN","2002-07-07","90",,"80"
"IN018103100","PATIALA, IN","2002-07-08","90","97","83"
"IN018103100","PATIALA, IN","2002-07-09","91","98","85"
"IN018103100","PATIALA, IN","2002-07-10","91","98","84"
"IN018103100","PATIALA, IN","2002-07-11","91","98","84"
"IN018103100","PATIALA, IN","2002-07-12","92","99","84"
"IN018103100","PATIALA, IN","2002-07-13","92","99","85"
"IN018103100","PATIALA, IN","2002-07-14","92","99","84"
"IN018103100","PATIALA, IN","2002-07-15","92","99","86"
"IN018103100","PATIALA, IN","2002-07-16","93","100","85"
"IN018103100","PATIALA, IN","2002-07-17","92","100","84"
"IN018103100","PATIALA, IN","2002-07-18","90","100","83"
"IN018103100","PATIALA, IN","2002-07-19","90","99","85"
"IN018103100","PATIALA, IN","2002-07-20","91","99","83"
"IN018103100","PATIALA, IN","2002-07-21","89","94",
"IN018103100","PATIALA, IN","2002-07-22","89","94",
"IN018103100","PATIALA, IN","2002-07-23","86","93","72"
"IN018103100","PATIALA, IN","2002-07-24","89","95","83"
"IN018103100","PATIALA, IN","2002-07-25","86","95","77"
"IN018103100","PATIALA, IN","2002-07-26","88","94","83"
"IN018103100","PATIALA, IN","2002-07-27","88","97",
"IN018103100","PATIALA, IN","2002-07-28","90","98","82"
"IN018103100","PATIALA, IN","2002-07-29","90","98","81"
"IN018103100","PATIALA, IN","2002-07-30","90","100","81"
"IN018103100","PATIALA, IN","2002-07-31","88","100","83"
"IN018103100","PATIALA, IN","2002-08-01","90","98","83"
"IN018103100","PATIALA, IN","2002-08-02","89","98","83"
"IN018103100","PATIALA, IN","2002-08-03","86","98",
"IN018103100","PATIALA, IN","2002-08-04","81","95","79"
"IN018103100","PATIALA, IN","2002-08-05","87","94","81"
"IN018103100","PATIALA, IN","2002-08-06","85","94","82"
"IN018103100","PATIALA, IN","2002-08-07","91","98",
"IN018103100","PATIALA, IN","2002-08-08","89","98","84"
"IN018103100","PATIALA, IN","2002-08-09","91","99","84"
"IN018103100","PATIALA, IN","2002-08-10","88","99",
"IN018103100","PATIALA, IN","2002-08-11","85","90",
"IN018103100","PATIALA, IN","2002-08-12","82","90",
"IN018103100","PATIALA, IN","2002-08-13","78","87",
"IN018103100","PATIALA, IN","2002-08-14","79","83","74"
"IN018103100","PATIALA, IN","2002-08-15","85","92","76"
"IN018103100","PATIALA, IN","2002-08-16","85","92","79"
"IN018103100","PATIALA, IN","2002-08-17","88",,"80"
"IN018103100","PATIALA, IN","2002-08-18","85","95",
"IN018103100","PATIALA, IN","2002-08-19","86","95","77"
"IN018103100","PATIALA, IN","2002-08-20","87","97",
"IN018103100","PATIALA, IN","2002-08-21","85","97","77"
"IN018103100","PATIALA, IN","2002-08-22","82","91","74"
"IN018103100","PATIALA, IN","2002-08-23","85","92","77"
"IN018103100","PATIALA, IN","2002-08-24","87","93","80"
"IN018103100","PATIALA, IN","2002-08-25","86","93","80"
"IN018103100","PATIALA, IN","2002-08-26","85","93","79"
"IN018103100","PATIALA, IN","2002-08-27","84","94","79"
"IN018103100","PATIALA, IN","2002-08-28","84","94","80"
"IN018103100","PATIALA, IN","2002-08-29","83","91",
"IN018103100","PATIALA, IN","2002-08-30","86","95","77"
"IN018103100","PATIALA, IN","2002-08-31","85","94","80"
"IN018103100","PATIALA, IN","2002-09-01","80","94",
"IN018103100","PATIALA, IN","2002-09-02","81","92","77"
"IN018103100","PATIALA, IN","2002-09-03","80","86","75"
"IN018103100","PATIALA, IN","2002-09-04","83","91",
"IN018103100","PATIALA, IN","2002-09-05","82","91","71"
"IN018103100","PATIALA, IN","2002-09-06","79","91","73"
"IN018103100","PATIALA, IN","2002-09-07","72","91",
"IN018103100","PATIALA, IN","2002-09-08","77","85","70"
"IN018103100","PATIALA, IN","2002-09-09","82","93","72"
"IN018103100","PATIALA, IN","2002-09-10","82","92",
"IN018103100","PATIALA, IN","2002-09-11","80","92","73"
"IN018103100","PATIALA, IN","2002-09-12","72","92",
"IN018103100","PATIALA, IN","2002-09-13","74","80","70"
"IN018103100","PATIALA, IN","2002-09-14","77","87","71"
"IN018103100","PATIALA, IN","2002-09-15","80","87",
"IN018103100","PATIALA, IN","2002-09-16","82","90","74"
"IN018103100","PATIALA, IN","2002-09-17","79","90","72"
"IN018103100","PATIALA, IN","2002-09-18","79","89",
"IN018103100","PATIALA, IN","2002-09-19","78","90",
"IN018103100","PATIALA, IN","2002-09-20","79","90","72"
"IN018103100","PATIALA, IN","2002-09-21","80","91","70"
"IN018103100","PATIALA, IN","2002-09-22","82","91","71"
"IN018103100","PATIALA, IN","2002-09-23","80","91","76"
"IN018103100","PATIALA, IN","2002-09-24","82","91",
"IN018103100","PATIALA, IN","2002-09-25","79","91","70"
"IN018103100","PATIALA, IN","2002-09-26","78","91","66"
"IN018103100","PATIALA, IN","2002-09-27","79","91","68"
"IN018103100","PATIALA, IN","2002-09-28","77","91","68"
"IN018103100","PATIALA, IN","2002-09-29","79","92","69"
"IN018103100","PATIALA, IN","2002-09-30","79","92",
"IN018103100","PATIALA, IN","2002-10-01","78","93","64"
"IN018103100","PATIALA, IN","2002-10-02","79","94","63"
"IN018103100","PATIALA, IN","2002-10-03","79","95","66"
"IN018103100","PATIALA, IN","2002-10-04","79","95","64"
"IN018103100","PATIALA, IN","2002-10-05","79","95","65"
"IN018103100","PATIALA, IN","2002-10-06","79",,
"IN018103100","PATIALA, IN","2002-10-07","79",,
"IN018103100","PATIALA, IN","2002-10-08","78","92","67"
"IN018103100","PATIALA, IN","2002-10-09","78","90","68"
"IN018103100","PATIALA, IN","2002-10-10","79","90","70"
"IN018103100","PATIALA, IN","2002-10-11","78","89","72"
"IN018103100","PATIALA, IN","2002-10-12","73","88",
"IN018103100","PATIALA, IN","2002-10-13","74","87","61"
"IN018103100","PATIALA, IN","2002-10-14","75","90","63"
"IN018103100","PATIALA, IN","2002-10-15","75","90","63"
"IN018103100","PATIALA, IN","2002-10-16","75","90","63"
"IN018103100","PATIALA, IN","2002-10-17","74","90","64"
"IN018103100","PATIALA, IN","2002-10-18","76","88","62"
"IN018103100","PATIALA, IN","2002-10-19","72","87","64"
"IN018103100","PATIALA, IN","2002-10-20","74",,"64"
"IN018103100","PATIALA, IN","2002-10-21","76","89","67"
"IN018103100","PATIALA, IN","2002-10-22","72","89",
"IN018103100","PATIALA, IN","2002-10-23","71","85","58"
"IN018103100","PATIALA, IN","2002-10-24","71","85","59"
"IN018103100","PATIALA, IN","2002-10-25","72","87","60"
"IN018103100","PATIALA, IN","2002-10-27","71","88","58"
"IN018103100","PATIALA, IN","2002-10-28","71","93","57"
"IN018103100","PATIALA, IN","2002-10-29","71","87","60"
"IN018103100","PATIALA, IN","2002-10-30","72","85","62"
"IN018103100","PATIALA, IN","2002-10-31","71","87","59"
"IN018103100","PATIALA, IN","2002-11-01","69","87","57"
"IN018103100","PATIALA, IN","2002-11-02","70","86","56"
"IN018103100","PATIALA, IN","2002-11-03","69","85","58"
"IN018103100","PATIALA, IN","2002-11-04","69","86","57"
"IN018103100","PATIALA, IN","2002-11-05","70","85","56"
"IN018103100","PATIALA, IN","2002-11-06","68","84","60"
"IN018103100","PATIALA, IN","2002-11-07","69","83","58"
"IN018103100","PATIALA, IN","2002-11-08","69","83","57"
"IN018103100","PATIALA, IN","2002-11-09","68","84","57"
"IN018103100","PATIALA, IN","2002-11-10","67","85","54"
"IN018103100","PATIALA, IN","2002-11-11","67","85","54"
"IN018103100","PATIALA, IN","2002-11-12","63","83","57"
"IN018103100","PATIALA, IN","2002-11-13","66","80","56"
"IN018103100","PATIALA, IN","2002-11-14","65","80",
"IN018103100","PATIALA, IN","2002-11-15","66","81","53"
"IN018103100","PATIALA, IN","2002-11-16","68","83","50"
"IN018103100","PATIALA, IN","2002-11-17","66","83","55"
"IN018103100","PATIALA, IN","2002-11-18","67","85",
"IN018103100","PATIALA, IN","2002-11-19","67","84",
"IN018103100","PATIALA, IN","2002-11-20","64","84","52"
"IN018103100","PATIALA, IN","2002-11-21","66","84","46"
"IN018103100","PATIALA, IN","2002-11-22","63","84","49"
"IN018103100","PATIALA, IN","2002-11-23","65","84","49"
"IN018103100","PATIALA, IN","2002-11-24","65","79",
"IN018103100","PATIALA, IN","2002-11-25","59","80","49"
"IN018103100","PATIALA, IN","2002-11-26","61","80","44"
"IN018103100","PATIALA, IN","2002-11-27","57","80","43"
"IN018103100","PATIALA, IN","2002-11-28","58","80","43"
"IN018103100","PATIALA, IN","2002-11-29","58","78","44"
"IN018103100","PATIALA, IN","2002-11-30","57","78","42"
"IN018103100","PATIALA, IN","2002-12-01","56","77","44"
"IN018103100","PATIALA, IN","2002-12-02","59","77","46"
"IN018103100","PATIALA, IN","2002-12-03","56","77","42"
"IN018103100","PATIALA, IN","2002-12-04","59","76","45"
"IN018103100","PATIALA, IN","2002-12-05","60","77","44"
"IN018103100","PATIALA, IN","2002-12-06","56","77","45"
"IN018103100","PATIALA, IN","2002-12-07","57","77","44"
"IN018103100","PATIALA, IN","2002-12-08","60","77","43"
"IN018103100","PATIALA, IN","2002-12-09","56","77",
"IN018103100","PATIALA, IN","2002-12-10","53","72","42"
"IN018103100","PATIALA, IN","2002-12-11","55","72","45"
"IN018103100","PATIALA, IN","2002-12-12","56","74","43"
"IN018103100","PATIALA, IN","2002-12-13","58","74","45"
"IN018103100","PATIALA, IN","2002-12-14","62","77","50"
"IN018103100","PATIALA, IN","2002-12-15","61","77","49"
"IN018103100","PATIALA, IN","2002-12-16","60","77","51"
"IN018103100","PATIALA, IN","2002-12-17","60","76","48"
"IN018103100","PATIALA, IN","2002-12-18","62","80","48"
"IN018103100","PATIALA, IN","2002-12-19","61","80","51"
"IN018103100","PATIALA, IN","2002-12-20","61","77","46"
"IN018103100","PATIALA, IN","2002-12-21","61","77","49"
"IN018103100","PATIALA, IN","2002-12-22","58","77","47"
"IN018103100","PATIALA, IN","2002-12-23","58","75","46"
"IN018103100","PATIALA, IN","2002-12-24","56","67",
"IN018103100","PATIALA, IN","2002-12-25","57","71","47"
"IN018103100","PATIALA, IN","2002-12-26","56","71","44"
"IN018103100","PATIALA, IN","2002-12-27","56","66","48"
"IN018103100","PATIALA, IN","2002-12-28","55","68","45"
"IN018103100","PATIALA, IN","2002-12-29","53","70","39"
"IN018103100","PATIALA, IN","2002-12-30","53","70","39"
"IN018103100","PATIALA, IN","2002-12-31","50","66",
"IN018103100","PATIALA, IN","2003-01-01","49","54","42"
"IN018103100","PATIALA, IN","2003-01-02","48","53",
"IN018103100","PATIALA, IN","2003-01-03","49","55","42"
"IN018103100","PATIALA, IN","2003-01-04","48","55",
"IN018103100","PATIALA, IN","2003-01-05","48","60","43"
"IN018103100","PATIALA, IN","2003-01-06","47","60","40"
"IN018103100","PATIALA, IN","2003-01-07","47","54","43"
"IN018103100","PATIALA, IN","2003-01-08","45","51","40"
"IN018103100","PATIALA, IN","2003-01-09","43","52",
"IN018103100","PATIALA, IN","2003-01-10","44","54","35"
"IN018103100","PATIALA, IN","2003-01-11","44","54","37"
"IN018103100","PATIALA, IN","2003-01-12","46",,"40"
"IN018103100","PATIALA, IN","2003-01-13","47","60","39"
"IN018103100","PATIALA, IN","2003-01-14","46","60","39"
"IN018103100","PATIALA, IN","2003-01-15","45","59","37"
"IN018103100","PATIALA, IN","2003-01-16","46","60","38"
"IN018103100","PATIALA, IN","2003-01-17","47","60","39"
"IN018103100","PATIALA, IN","2003-01-18","45","62","36"
"IN018103100","PATIALA, IN","2003-01-19","46","62","39"
"IN018103100","PATIALA, IN","2003-01-20","47","61","40"
"IN018103100","PATIALA, IN","2003-01-21","47","59","41"
"IN018103100","PATIALA, IN","2003-01-22","50","66","40"
"IN018103100","PATIALA, IN","2003-01-23","49","70",
"IN018103100","PATIALA, IN","2003-01-24","55","71","40"
"IN018103100","PATIALA, IN","2003-01-25","54","74","41"
"IN018103100","PATIALA, IN","2003-01-26","59","78","43"
"IN018103100","PATIALA, IN","2003-01-27","61","78","49"
"IN018103100","PATIALA, IN","2003-01-28","61","73","56"
"IN018103100","PATIALA, IN","2003-01-29","59","69","48"
"IN018103100","PATIALA, IN","2003-01-30","56","69",
"IN018103100","PATIALA, IN","2003-01-31","53","55",
"IN018103100","PATIALA, IN","2003-02-01","56","65","51"
"IN018103100","PATIALA, IN","2003-02-02","58","65",
"IN018103100","PATIALA, IN","2003-02-03","56","68","46"
"IN018103100","PATIALA, IN","2003-02-04","55","70","46"
"IN018103100","PATIALA, IN","2003-02-05","57","70","45"
"IN018103100","PATIALA, IN","2003-02-06","57","71","45"
"IN018103100","PATIALA, IN","2003-02-07","56","71","45"
"IN018103100","PATIALA, IN","2003-02-08","56","71","47"
"IN018103100","PATIALA, IN","2003-02-09","56","72","45"
"IN018103100","PATIALA, IN","2003-02-10","54","72","44"
"IN018103100","PATIALA, IN","2003-02-11","57","71","45"
"IN018103100","PATIALA, IN","2003-02-12","58","71","48"
"IN018103100","PATIALA, IN","2003-02-13","60","72","47"
"IN018103100","PATIALA, IN","2003-02-14","60","74","47"
"IN018103100","PATIALA, IN","2003-02-15","63","77","48"
"IN018103100","PATIALA, IN","2003-02-16","62","77","55"
"IN018103100","PATIALA, IN","2003-02-17","64","72","58"
"IN018103100","PATIALA, IN","2003-02-18","62","68","58"
"IN018103100","PATIALA, IN","2003-02-19","56","68",
"IN018103100","PATIALA, IN","2003-02-20","56","68","45"
"IN018103100","PATIALA, IN","2003-02-21","58","70",
"IN018103100","PATIALA, IN","2003-02-22","59",,"48"
"IN018103100","PATIALA, IN","2003-02-23","63","74","48"
"IN018103100","PATIALA, IN","2003-02-24","63","76","52"
"IN018103100","PATIALA, IN","2003-02-25","65","80","53"
"IN018103100","PATIALA, IN","2003-02-26","67","80","54"
"IN018103100","PATIALA, IN","2003-02-27","66","83",
"IN018103100","PATIALA, IN","2003-02-28","70","83","58"
"IN018103100","PATIALA, IN","2003-03-01","65","71",
"IN018103100","PATIALA, IN","2003-03-02","70","80","63"
"IN018103100","PATIALA, IN","2003-03-03","58","80",
"IN018103100","PATIALA, IN","2003-03-04","53","66",
"IN018103100","PATIALA, IN","2003-03-05","55","70","42"
"IN018103100","PATIALA, IN","2003-03-06","61","75","45"
"IN018103100","PATIALA, IN","2003-03-07","60","75","48"
"IN018103100","PATIALA, IN","2003-03-08","63","77","47"
"IN018103100","PATIALA, IN","2003-03-09","67","81","52"
"IN018103100","PATIALA, IN","2003-03-10","68","81","58"
"IN018103100","PATIALA, IN","2003-03-11","64","79","53"
"IN018103100","PATIALA, IN","2003-03-12","67","79","51"
"IN018103100","PATIALA, IN","2003-03-13","68","81","54"
"IN018103100","PATIALA, IN","2003-03-14","68","81","57"
"IN018103100","PATIALA, IN","2003-03-15","73","86","61"
"IN018103100","PATIALA, IN","2003-03-16","70","86","60"
"IN018103100","PATIALA, IN","2003-03-17","71","85","58"
"IN018103100","PATIALA, IN","2003-03-18","70","85","56"
"IN018103100","PATIALA, IN","2003-03-19","70","85","57"
"IN018103100","PATIALA, IN","2003-03-20","70","83","56"
"IN018103100","PATIALA, IN","2003-03-21","72","86","60"
"IN018103100","PATIALA, IN","2003-03-22","72","88","57"
"IN018103100","PATIALA, IN","2003-03-23","73","90","60"
"IN018103100","PATIALA, IN","2003-03-24","75","90","60"
"IN018103100","PATIALA, IN","2003-03-25","75","88","61"
"IN018103100","PATIALA, IN","2003-03-26","73","88","60"
"IN018103100","PATIALA, IN","2003-03-27","74","89","62"
"IN018103100","PATIALA, IN","2003-03-28","76","89","61"
"IN018103100","PATIALA, IN","2003-03-29","75","89","67"
"IN018103100","PATIALA, IN","2003-03-30","71","86",
"IN018103100","PATIALA, IN","2003-03-31","74","89","56"
"IN018103100","PATIALA, IN","2003-04-01","75","89","62"
"IN018103100","PATIALA, IN","2003-04-02","77","94","61"
"IN018103100","PATIALA, IN","2003-04-03","78","94",
"IN018103100","PATIALA, IN","2003-04-04","75","94",
"IN018103100","PATIALA, IN","2003-04-05","73","90","57"
"IN018103100","PATIALA, IN","2003-04-06","77","92","56"
"IN018103100","PATIALA, IN","2003-04-07","78","94","62"
"IN018103100","PATIALA, IN","2003-04-08","80","97","63"
"IN018103100","PATIALA, IN","2003-04-09","78","99","63"
"IN018103100","PATIALA, IN","2003-04-10","83","102","65"
"IN018103100","PATIALA, IN","2003-04-11","81","102","66"
"IN018103100","PATIALA, IN","2003-04-12","86",,"68"
"IN018103100","PATIALA, IN","2003-04-13","87","103","72"
"IN018103100","PATIALA, IN","2003-04-14","85","102","71"
"IN018103100","PATIALA, IN","2003-04-15","85","102","68"
"IN018103100","PATIALA, IN","2003-04-16","84","101",
"IN018103100","PATIALA, IN","2003-04-17","82","101","65"
"IN018103100","PATIALA, IN","2003-04-18","87","101","67"
"IN018103100","PATIALA, IN","2003-04-19","77","101",
"IN018103100","PATIALA, IN","2003-04-20","80","95","63"
"IN018103100","PATIALA, IN","2003-04-21","79","96","64"
"IN018103100","PATIALA, IN","2003-04-22","82","101","66"
"IN018103100","PATIALA, IN","2003-04-23","80","101","70"
"IN018103100","PATIALA, IN","2003-04-24","88","106","69"
"IN018103100","PATIALA, IN","2003-04-25","90","106","74"
"IN018103100","PATIALA, IN","2003-04-26","88","105","75"
"IN018103100","PATIALA, IN","2003-04-27","80","105",
"IN018103100","PATIALA, IN","2003-04-28","81","99","63"
"IN018103100","PATIALA, IN","2003-04-29","83","99","65"
"IN018103100","PATIALA, IN","2003-04-30","86","99","71"
"IN018103100","PATIALA, IN","2003-05-01","85","99",
"IN018103100","PATIALA, IN","2003-05-02","90","100","63"
"IN018103100","PATIALA, IN","2003-05-03","83","100",
"IN018103100","PATIALA, IN","2003-05-04","80","96","65"
"IN018103100","PATIALA, IN","2003-05-05","81","97","62"
"IN018103100","PATIALA, IN","2003-05-06","82","99","60"
"IN018103100","PATIALA, IN","2003-05-07","83","100","64"
"IN018103100","PATIALA, IN","2003-05-08","83","102","64"
"IN018103100","PATIALA, IN","2003-05-09","83","103","66"
"IN018103100","PATIALA, IN","2003-05-10","86","105","68"
"IN018103100","PATIALA, IN","2003-05-11","89","103","74"
"IN018103100","PATIALA, IN","2003-05-12","88","103","76"
"IN018103100","PATIALA, IN","2003-05-13","84","101",
"IN018103100","PATIALA, IN","2003-05-14","87","101","67"
"IN018103100","PATIALA, IN","2003-05-15","90","103","76"
"IN018103100","PATIALA, IN","2003-05-16","90","105","70"
"IN018103100","PATIALA, IN","2003-05-17","89",,"72"
"IN018103100","PATIALA, IN","2003-05-18","95","109","69"
"IN018103100","PATIALA, IN","2003-05-19","96","111","74"
"IN018103100","PATIALA, IN","2003-05-20","94","111","80"
"IN018103100","PATIALA, IN","2003-05-21","95","111","80"
"IN018103100","PATIALA, IN","2003-05-22","91","111",
"IN018103100","PATIALA, IN","2003-05-23","82","107","69"
"IN018103100","PATIALA, IN","2003-05-24","80","90","73"
"IN018103100","PATIALA, IN","2003-05-25","83","97","71"
"IN018103100","PATIALA, IN","2003-05-26","86","104","73"
"IN018103100","PATIALA, IN","2003-05-27","92","106","77"
"IN018103100","PATIALA, IN","2003-05-28","94","107","74"
"IN018103100","PATIALA, IN","2003-05-29","94","107","74"
"IN018103100","PATIALA, IN","2003-05-30","93","109","74"
"IN018103100","PATIALA, IN","2003-05-31","95","110","76"
"IN018103100","PATIALA, IN","2003-06-01","95","110","80"
"IN018103100","PATIALA, IN","2003-06-02","96","112","79"
"IN018103100","PATIALA, IN","2003-06-03","98","114","80"
"IN018103100","PATIALA, IN","2003-06-04","99","114",
"IN018103100","PATIALA, IN","2003-06-06","98","112","84"
"IN018103100","PATIALA, IN","2003-06-07","100","112","88"
"IN018103100","PATIALA, IN","2003-06-08","88","109","81"
"IN018103100","PATIALA, IN","2003-06-09","92","100","81"
"IN018103100","PATIALA, IN","2003-06-10","90","103",
"IN018103100","PATIALA, IN","2003-06-11","95","109","81"
"IN018103100","PATIALA, IN","2003-06-12","97","109","86"
"IN018103100","PATIALA, IN","2003-06-13","96","110","84"
"IN018103100","PATIALA, IN","2003-06-14","96","110","81"
"IN018103100","PATIALA, IN","2003-06-15","96","110","85"
"IN018103100","PATIALA, IN","2003-06-16","95","108","85"
"IN018103100","PATIALA, IN","2003-06-17","91","108","83"
"IN018103100","PATIALA, IN","2003-06-18","81","104","74"
"IN018103100","PATIALA, IN","2003-06-19","85","98","80"
"IN018103100","PATIALA, IN","2003-06-20","89","101","80"
"IN018103100","PATIALA, IN","2003-06-21","88","101","81"
"IN018103100","PATIALA, IN","2003-06-22","92","103","81"
"IN018103100","PATIALA, IN","2003-06-23","81","103","72"
"IN018103100","PATIALA, IN","2003-06-24","89","97","79"
"IN018103100","PATIALA, IN","2003-06-25","87","97","78"
"IN018103100","PATIALA, IN","2003-06-26","91","99","83"
"IN018103100","PATIALA, IN","2003-06-27","90","94",
"IN018103100","PATIALA, IN","2003-06-28","88","98","75"
"IN018103100","PATIALA, IN","2003-06-29","84","98",
"IN018103100","PATIALA, IN","2003-06-30","82","97","75"
"IN018103100","PATIALA, IN","2003-07-01","88","97","78"
"IN018103100","PATIALA, IN","2003-07-02","90","97","83"
"IN018103100","PATIALA, IN","2003-07-03","92","99","84"
"IN018103100","PATIALA, IN","2003-07-04","93","99","84"
"IN018103100","PATIALA, IN","2003-07-05","79","98","74"
"IN018103100","PATIALA, IN","2003-07-06","84","89","80"
"IN018103100","PATIALA, IN","2003-07-07","86","97","81"
"IN018103100","PATIALA, IN","2003-07-08","88","95","82"
"IN018103100","PATIALA, IN","2003-07-09","83","95",
"IN018103100","PATIALA, IN","2003-07-10","79","92",
"IN018103100","PATIALA, IN","2003-07-11","79","85",
"IN018103100","PATIALA, IN","2003-07-12","82","90","75"
"IN018103100","PATIALA, IN","2003-07-13","85","92","79"
"IN018103100","PATIALA, IN","2003-07-14","88","94","80"
"IN018103100","PATIALA, IN","2003-07-15","87","94","81"
"IN018103100","PATIALA, IN","2003-07-16","86","94","81"
"IN018103100","PATIALA, IN","2003-07-17","85",,
"IN018103100","PATIALA, IN","2003-07-18","80","92",
"IN018103100","PATIALA, IN","2003-07-19","85",,"78"
"IN018103100","PATIALA, IN","2003-07-20","88","96",
"IN018103100","PATIALA, IN","2003-07-21","80","83","78"
"IN018103100","PATIALA, IN","2003-07-22","85","90","79"
"IN018103100","PATIALA, IN","2003-07-23","89","95","82"
"IN018103100","PATIALA, IN","2003-07-24","87","98","80"
"IN018103100","PATIALA, IN","2003-07-25","87","97",
"IN018103100","PATIALA, IN","2003-07-26","86","97","80"
"IN018103100","PATIALA, IN","2003-07-27","89","95",
"IN018103100","PATIALA, IN","2003-07-28","87","95",
"IN018103100","PATIALA, IN","2003-07-29","87","94","80"
"IN018103100","PATIALA, IN","2003-07-30","85","92","79"
"IN018103100","PATIALA, IN","2003-07-31","81","91","77"
"IN018103100","PATIALA, IN","2003-08-01","81","88","76"
"IN018103100","PATIALA, IN","2003-08-02","81","92","78"
"IN018103100","PATIALA, IN","2003-08-03","82","92","78"
"IN018103100","PATIALA, IN","2003-08-04","83","89","77"
"IN018103100","PATIALA, IN","2003-08-05","86","94","80"
"IN018103100","PATIALA, IN","2003-08-06","87","94","77"
"IN018103100","PATIALA, IN","2003-08-07","89","95","83"
"IN018103100","PATIALA, IN","2003-08-08","88","96",
"IN018103100","PATIALA, IN","2003-08-09","82","96",
"IN018103100","PATIALA, IN","2003-08-10","82","93","78"
"IN018103100","PATIALA, IN","2003-08-11","87","93","76"
"IN018103100","PATIALA, IN","2003-08-12","86","94","76"
"IN018103100","PATIALA, IN","2003-08-13","85","95",
"IN018103100","PATIALA, IN","2003-08-14","85","95","78"
"IN018103100","PATIALA, IN","2003-08-15","83","87",
"IN018103100","PATIALA, IN","2003-08-16","86","92","80"
"IN018103100","PATIALA, IN","2003-08-17","88","96","81"
"IN018103100","PATIALA, IN","2003-08-18","88","95","83"
"IN018103100","PATIALA, IN","2003-08-19","86","95","82"
"IN018103100","PATIALA, IN","2003-08-20","85","92","76"
"IN018103100","PATIALA, IN","2003-08-21","83","92",
"IN018103100","PATIALA, IN","2003-08-22","86","94","77"
"IN018103100","PATIALA, IN","2003-08-23","85","96","80"
"IN018103100","PATIALA, IN","2003-08-24","86","96","81"
"IN018103100","PATIALA, IN","2003-08-25","87","94","81"
"IN018103100","PATIALA, IN","2003-08-26","85","93",
"IN018103100","PATIALA, IN","2003-08-27","85","94",
